event_date,move_bps,direction,phase,sector,ticker,sector_return,benchmark_return,alpha,max_drawdown
2022-05-05,50.0,Hike,Post-45D,Technology,XLK,-0.08555575569208274,-0.07572292658535085,-0.009832829106731888,-0.13896226803275313
2022-05-05,50.0,Hike,Pre-45D,Utilities,XLU,0.05807928581731647,-0.05205520196296898,0.11013448778028545,-0.0835500069779107
2022-05-05,50.0,Hike,Post-45D,Utilities,XLU,-0.016198596125278852,-0.07572292658535085,0.059524330460071995,-0.13931272020812202
2022-06-16,75.0,Hike,Pre-45D,Communication Services,XLC,-0.20360105525971384,-0.16345336378059783,-0.04014769147911601,-0.21514131766215927
2022-06-16,75.0,Hike,Post-45D,Communication Services,XLC,0.05832043634441719,0.13223929003497092,-0.07391885369055373,-0.06428439818488141
2022-06-16,75.0,Hike,Pre-45D,Consumer Discretionary,XLY,-0.23739659382636624,-0.16345336378059783,-0.07394323004576842,-0.26883182865159294
2022-06-16,75.0,Hike,Post-45D,Consumer Discretionary,XLY,0.21263230939403877,0.13223929003497092,0.08039301935906784,-0.06469828791986187
2022-06-16,75.0,Hike,Pre-45D,Consumer Staples,XLP,-0.11910207890664803,-0.16345336378059783,0.04435128487394979,-0.1426088029318151
2022-06-16,75.0,Hike,Post-45D,Consumer Staples,XLP,0.1103308429798251,0.13223929003497092,-0.02190844705514583,-0.01606031173781708
2022-06-16,75.0,Hike,Pre-45D,Energy,XLE,-0.008671292505279538,-0.16345336378059783,0.1547820712753183,-0.15756393213626396
2022-06-16,75.0,Hike,Post-45D,Energy,XLE,0.03163648514012407,0.13223929003497092,-0.10060280489484685,-0.12211404573306683
2022-06-16,75.0,Hike,Pre-45D,Financials,XLF,-0.17341208875333913,-0.16345336378059783,-0.009958724972741306,-0.18585029308978307
2022-06-16,75.0,Hike,Post-45D,Financials,XLF,0.11453489147375939,0.13223929003497092,-0.017704398561211532,-0.04947433908039833
2022-06-16,75.0,Hike,Pre-45D,Health Care,XLV,-0.13467493370493844,-0.16345336378059783,0.02877843007565939,-0.1448529499779253
2022-06-16,75.0,Hike,Post-45D,Health Care,XLV,0.09814768017841868,0.13223929003497092,-0.03409160985655224,-0.02761211714689804
2022-06-16,75.0,Hike,Pre-45D,Industrials,XLI,-0.13458444134958902,-0.16345336378059783,0.028868922431008803,-0.15860717239332878
2022-06-16,75.0,Hike,Post-45D,Industrials,XLI,0.13529607184607095,0.13223929003497092,0.003056781811100029,-0.03737894963151833
2022-06-16,75.0,Hike,Pre-45D,Materials,XLB,-0.14774026000410656,-0.16345336378059783,0.015713103776491266,-0.17117617153491727
2022-06-16,75.0,Hike,Post-45D,Materials,XLB,0.045293377836892246,0.13223929003497092,-0.08694591219807868,-0.07232510180705709
2022-06-16,75.0,Hike,Pre-45D,Real Estate,XLRE,-0.20454570944645234,-0.16345336378059783,-0.04109234566585451,-0.23221362366784215
2022-06-16,75.0,Hike,Post-45D,Real Estate,XLRE,0.13518933884386075,0.13223929003497092,0.002950048808889827,-0.04350688070735087
2022-06-16,75.0,Hike,Pre-45D,Technology,XLK,-0.1651003559548817,-0.16345336378059783,-0.001646992174283879,-0.17832185588943283
2022-06-16,75.0,Hike,Post-45D,Technology,XLK,0.16895405034295785,0.13223929003497092,0.03671476030798693,-0.050013302732388576
2022-06-16,75.0,Hike,Pre-45D,Utilities,XLU,-0.1406823705775765,-0.16345336378059783,0.02277099320302134,-0.14728473588901847
2022-06-16,75.0,Hike,Post-45D,Utilities,XLU,0.17980001771898246,0.13223929003497092,0.04756072768401154,-0.04926938776821843
2022-07-28,75.0,Hike,Pre-45D,Communication Services,XLC,-0.04098525257379548,0.027471794425121043,-0.06845704699891653,-0.128979386606085
2022-07-28,75.0,Hike,Post-45D,Communication Services,XLC,-0.14818517104480367,-0.11678476435093454,-0.03140040669386912,-0.19867665895504516
2022-07-28,75.0,Hike,Pre-45D,Consumer Discretionary,XLY,0.11064940268496404,0.027471794425121043,0.083177608259843,-0.1458027429190436
2022-07-28,75.0,Hike,Post-45D,Consumer Discretionary,XLY,-0.08932529144828638,-0.11678476435093454,0.027459472902648163,-0.17472233956050331
2022-07-28,75.0,Hike,Pre-45D,Consumer Staples,XLP,0.048139078180850614,0.027471794425121043,0.02066728375572957,-0.08226687873608374
2022-07-28,75.0,Hike,Post-45D,Consumer Staples,XLP,-0.1053138798065626,-0.11678476435093454,0.011470884544371951,-0.12954784987882462
2022-07-28,75.0,Hike,Pre-45D,Energy,XLE,-0.09444920112517519,0.027471794425121043,-0.12192099555029623,-0.2604372086545612
2022-07-28,75.0,Hike,Post-45D,Energy,XLE,-0.03133044037695443,-0.11678476435093454,0.08545432397398012,-0.17350964799354152
2022-07-28,75.0,Hike,Pre-45D,Financials,XLF,-0.016852549805250194,0.027471794425121043,-0.04432434423037124,-0.13297733862752503
2022-07-28,75.0,Hike,Post-45D,Financials,XLF,-0.081837884396195,-0.11678476435093454,0.03494687995473955,-0.14773225716070248
2022-07-28,75.0,Hike,Pre-45D,Health Care,XLV,0.01894912339369048,0.027471794425121043,-0.008522671031430562,-0.10543200924622176
2022-07-28,75.0,Hike,Post-45D,Health Care,XLV,-0.08466764704570429,-0.11678476435093454,0.03211711730523026,-0.0945508197177114
2022-07-28,75.0,Hike,Pre-45D,Industrials,XLI,0.03192005837604617,0.027471794425121043,0.004448263950925124,-0.12011503917692823
2022-07-28,75.0,Hike,Post-45D,Industrials,XLI,-0.11176452717211927,-0.11678476435093454,0.005020237178815279,-0.17202284369651832
2022-07-28,75.0,Hike,Pre-45D,Materials,XLB,-0.07501898448428568,0.027471794425121043,-0.10249077890940672,-0.18950335515462124
2022-07-28,75.0,Hike,Post-45D,Materials,XLB,-0.11290981295703328,-0.11678476435093454,0.0038749513939012603,-0.16951994010350713
2022-07-28,75.0,Hike,Pre-45D,Real Estate,XLRE,0.03788947866099912,0.027471794425121043,0.010417684235878077,-0.1331996909597516
2022-07-28,75.0,Hike,Post-45D,Real Estate,XLRE,-0.17731897641296535,-0.11678476435093454,-0.0605342120620308,-0.21394089075398004
2022-07-28,75.0,Hike,Pre-45D,Technology,XLK,0.062199680943005875,0.027471794425121043,0.03472788651788483,-0.13896226803275313
2022-07-28,75.0,Hike,Post-45D,Technology,XLK,-0.1616920035494105,-0.11678476435093454,-0.044907239198475946,-0.2143490137802636
2022-07-28,75.0,Hike,Pre-45D,Utilities,XLU,0.01799945525995894,0.027471794425121043,-0.009472339165162103,-0.13931272020812213
2022-07-28,75.0,Hike,Post-45D,Utilities,XLU,-0.10046770665237226,-0.11678476435093454,0.016317057698562287,-0.15573851065830457
2022-09-22,75.0,Hike,Pre-45D,Communication Services,XLC,-0.1351735025918266,-0.048161555189297656,-0.08701194740252893,-0.16203230102627364
2022-09-22,75.0,Hike,Post-45D,Communication Services,XLC,0.0023961533683740655,0.07511616765607365,-0.07272001428769959,-0.12403556253743486
2022-09-22,75.0,Hike,Pre-45D,Consumer Discretionary,XLY,-0.013052604715757754,-0.048161555189297656,0.0351089504735399,-0.13173494904197913
2022-09-22,75.0,Hike,Post-45D,Consumer Discretionary,XLY,-0.048308472037758676,0.07511616765607365,-0.12342463969383233,-0.12271609032930475
2022-09-22,75.0,Hike,Pre-45D,Consumer Staples,XLP,-0.0201502859354733,-0.048161555189297656,0.028011269253824356,-0.0793269735162565
2022-09-22,75.0,Hike,Post-45D,Consumer Staples,XLP,0.08033429176839868,0.07511616765607365,0.005218124112325029,-0.05780683404599707
2022-09-22,75.0,Hike,Pre-45D,Energy,XLE,0.0480053138053127,-0.048161555189297656,0.09616686899461035,-0.08995898402617275
2022-09-22,75.0,Hike,Post-45D,Energy,XLE,0.21360667537522326,0.07511616765607365,0.1384905077191496,-0.0918097783515417
2022-09-22,75.0,Hike,Pre-45D,Financials,XLF,-0.030981715790261766,-0.048161555189297656,0.01717983939903589,-0.11432657656505651
2022-09-22,75.0,Hike,Post-45D,Financials,XLF,0.1445328504459853,0.07511616765607365,0.06941668278991164,-0.06338887562448925
2022-09-22,75.0,Hike,Pre-45D,Health Care,XLV,-0.034971832316744944,-0.048161555189297656,0.013189722872552712,-0.08258883738107392
2022-09-22,75.0,Hike,Post-45D,Health Care,XLV,0.11178640999017664,0.07511616765607365,0.03667024233410299,-0.03971926442559548
2022-09-22,75.0,Hike,Pre-45D,Industrials,XLI,-0.036702893772377454,-0.048161555189297656,0.011458661416920202,-0.13674084710646728
2022-09-22,75.0,Hike,Post-45D,Industrials,XLI,0.17286104517380885,0.07511616765607365,0.0977448775177352,-0.04087068926149284
2022-09-22,75.0,Hike,Pre-45D,Materials,XLB,-0.057484303727764696,-0.048161555189297656,-0.00932274853846704,-0.13818572957984676
2022-09-22,75.0,Hike,Post-45D,Materials,XLB,0.1790724685193099,0.07511616765607365,0.10395630086323626,-0.06346155207373527
2022-09-22,75.0,Hike,Pre-45D,Real Estate,XLRE,-0.0779262506551942,-0.048161555189297656,-0.02976469546589655,-0.16319898860815585
2022-09-22,75.0,Hike,Post-45D,Real Estate,XLRE,0.02293709845568248,0.07511616765607365,-0.05217906920039117,-0.10967566843744536
2022-09-22,75.0,Hike,Pre-45D,Technology,XLK,-0.08396177937665905,-0.048161555189297656,-0.035800224187361396,-0.17069430320971268
2022-09-22,75.0,Hike,Post-45D,Technology,XLK,0.06556075638179348,0.07511616765607365,-0.009555411274280168,-0.08303741041279333
2022-09-22,75.0,Hike,Pre-45D,Utilities,XLU,0.07000057648262592,-0.048161555189297656,0.11816213167192358,-0.06436601607111603
2022-09-22,75.0,Hike,Post-45D,Utilities,XLU,-0.022865137055457452,0.07511616765607365,-0.0979813047115311,-0.15261703444491637
2022-11-03,75.0,Hike,Pre-45D,Communication Services,XLC,-0.1631851313124233,-0.05730552412449541,-0.10587960718792788,-0.1860847694118647
2022-11-03,75.0,Hike,Post-45D,Communication Services,XLC,0.13116380421026852,0.0575821769489242,0.07358162726134432,-0.09905833791641483
2022-11-03,75.0,Hike,Pre-45D,Consumer Discretionary,XLY,-0.12130727997322,-0.05730552412449541,-0.06400175584872458,-0.18635511240789793
2022-11-03,75.0,Hike,Post-45D,Consumer Discretionary,XLY,-0.010642857422964891,0.0575821769489242,-0.06822503437188909,-0.13384368356850784
2022-11-03,75.0,Hike,Pre-45D,Consumer Staples,XLP,-0.02240555768740804,-0.05730552412449541,0.03489996643708737,-0.09879399103914932
2022-11-03,75.0,Hike,Post-45D,Consumer Staples,XLP,0.06291200276362541,0.0575821769489242,0.005329825814701206,-0.03693113335221143
2022-11-03,75.0,Hike,Pre-45D,Energy,XLE,0.13422053195035488,-0.05730552412449541,0.1915260560748503,-0.15522596549497658
2022-11-03,75.0,Hike,Post-45D,Energy,XLE,-0.01710588329925855,0.0575821769489242,-0.07468806024818275,-0.12117328880853473
2022-11-03,75.0,Hike,Pre-45D,Financials,XLF,0.012864722775775661,-0.05730552412449541,0.07017024690027107,-0.12097731750939478
2022-11-03,75.0,Hike,Post-45D,Financials,XLF,0.071239995177659,0.0575821769489242,0.013657818228734797,-0.0743750398656855
2022-11-03,75.0,Hike,Pre-45D,Health Care,XLV,0.04631514092410516,-0.05730552412449541,0.10362066504860057,-0.07442533453092692
2022-11-03,75.0,Hike,Post-45D,Health Care,XLV,0.03887177439367928,0.0575821769489242,-0.01871040255524492,-0.04390079705686467
2022-11-03,75.0,Hike,Pre-45D,Industrials,XLI,0.01170685634831714,-0.05730552412449541,0.06901238047281255,-0.13168638101186003
2022-11-03,75.0,Hike,Post-45D,Industrials,XLI,0.08466506279314512,0.0575821769489242,0.027082885844220916,-0.04638380407133791
2022-11-03,75.0,Hike,Pre-45D,Materials,XLB,-0.027950295992497987,-0.05730552412449541,0.029355228131997424,-0.14085334123889393
2022-11-03,75.0,Hike,Post-45D,Materials,XLB,0.1279900908870253,0.0575821769489242,0.07040791393810109,-0.07006516092875437
2022-11-03,75.0,Hike,Pre-45D,Real Estate,XLRE,-0.1394291686238549,-0.05730552412449541,-0.0821236444993595,-0.21480623952016642
2022-11-03,75.0,Hike,Post-45D,Real Estate,XLRE,0.07596297700278742,0.0575821769489242,0.018380800053863222,-0.0657725029935885
2022-11-03,75.0,Hike,Pre-45D,Technology,XLK,-0.11937467471469176,-0.05730552412449541,-0.062069150590196354,-0.16178063179778945
2022-11-03,75.0,Hike,Post-45D,Technology,XLK,0.07157507153863585,0.0575821769489242,0.013992894589711646,-0.10739681280874958
2022-11-03,75.0,Hike,Pre-45D,Utilities,XLU,-0.09696487190450609,-0.05730552412449541,-0.03965934778001068,-0.2071597000242248
2022-11-03,75.0,Hike,Post-45D,Utilities,XLU,0.08105942930603183,0.0575821769489242,0.023477252357107625,-0.03440927907061553
2022-12-15,50.0,Hike,Pre-45D,Communication Services,XLC,0.009027904242219886,0.09274719976063284,-0.08371929551841295,-0.12403556253743464
2022-12-15,50.0,Hike,Post-45D,Communication Services,XLC,0.13136759969345713,0.027565112759244448,0.10380248693421268,-0.08856706594701425
2022-12-15,50.0,Hike,Pre-45D,Consumer Discretionary,XLY,-0.018273157327270417,0.09274719976063284,-0.11102035708790325,-0.09913368096260289
2022-12-15,50.0,Hike,Post-45D,Consumer Discretionary,XLY,0.0749003082236106,0.027565112759244448,0.04733519546436615,-0.07221131855923812
2022-12-15,50.0,Hike,Pre-45D,Consumer Staples,XLP,0.1120474158455802,0.09274719976063284,0.019300216084947364,-0.02952010507416103
2022-12-15,50.0,Hike,Post-45D,Consumer Staples,XLP,-0.018801549213176783,0.027565112759244448,-0.04636666197242123,-0.049089482292991704
2022-12-15,50.0,Hike,Pre-45D,Energy,XLE,0.06602573027658609,0.09274719976063284,-0.026721469484046745,-0.12117328880853484
2022-12-15,50.0,Hike,Post-45D,Energy,XLE,-0.012175399186369562,0.027565112759244448,-0.03974051194561401,-0.10310393969898612
2022-12-15,50.0,Hike,Pre-45D,Financials,XLF,0.12116205791013623,0.09274719976063284,0.028414858149503397,-0.06472035141573929
2022-12-15,50.0,Hike,Post-45D,Financials,XLF,0.05486534580865543,0.027565112759244448,0.027300233049410982,-0.03783792307504086
2022-12-15,50.0,Hike,Pre-45D,Health Care,XLV,0.12821967493756725,0.09274719976063284,0.035472475176934415,-0.02235554748297819
2022-12-15,50.0,Hike,Post-45D,Health Care,XLV,-0.0520260925825099,0.027565112759244448,-0.07959120534175435,-0.0520260925825099
2022-12-15,50.0,Hike,Pre-45D,Industrials,XLI,0.16220357610654434,0.09274719976063284,0.06945637634591151,-0.03723258772557403
2022-12-15,50.0,Hike,Post-45D,Industrials,XLI,0.024150476542659227,0.027565112759244448,-0.0034146362165852207,-0.04825503266076048
2022-12-15,50.0,Hike,Pre-45D,Materials,XLB,0.15857081287782826,0.09274719976063284,0.06582361311719542,-0.051814495594335375
2022-12-15,50.0,Hike,Post-45D,Materials,XLB,0.020924965969741027,0.027565112759244448,-0.0066401467895034205,-0.06161257403362874
2022-12-15,50.0,Hike,Pre-45D,Real Estate,XLRE,0.1364704804614043,0.09274719976063284,0.04372328070077147,-0.031090855974804765
2022-12-15,50.0,Hike,Post-45D,Real Estate,XLRE,0.007166467545475674,0.027565112759244448,-0.020398645213768773,-0.08008587652362809
2022-12-15,50.0,Hike,Pre-45D,Technology,XLK,0.10835615084942152,0.09274719976063284,0.01560895108878868,-0.08303741041279344
2022-12-15,50.0,Hike,Post-45D,Technology,XLK,0.05806470848024414,0.027565112759244448,0.030499595720999695,-0.059308309889812616
2022-12-15,50.0,Hike,Pre-45D,Utilities,XLU,0.16547456505492142,0.09274719976063284,0.07272736529428858,-0.03791990100175513
2022-12-15,50.0,Hike,Post-45D,Utilities,XLU,-0.058748805872831156,0.027565112759244448,-0.0863139186320756,-0.07894002010172896
2023-02-02,25.0,Hike,Pre-45D,Communication Services,XLC,0.20518637315314114,0.057547846885120935,0.1476385262680202,-0.09905833791641483
2023-02-02,25.0,Hike,Post-45D,Communication Services,XLC,-0.0072271393498529735,-0.013452422261683972,0.006225282911830998,-0.12005378757263208
2023-02-02,25.0,Hike,Pre-45D,Consumer Discretionary,XLY,0.10467715798951382,0.057547846885120935,0.04712931110439289,-0.13384368356850784
2023-02-02,25.0,Hike,Post-45D,Consumer Discretionary,XLY,-0.06497042470865633,-0.013452422261683972,-0.051518002446972355,-0.11501027893539395
2023-02-02,25.0,Hike,Pre-45D,Consumer Staples,XLP,-0.02292752191601355,0.057547846885120935,-0.08047536880113448,-0.05976497678996828
2023-02-02,25.0,Hike,Post-45D,Consumer Staples,XLP,0.027578960629124794,-0.013452422261683972,0.041031382890808765,-0.03644980933290409
2023-02-02,25.0,Hike,Pre-45D,Energy,XLE,-0.025883558969174825,0.057547846885120935,-0.08343140585429576,-0.09292369855748939
2023-02-02,25.0,Hike,Post-45D,Energy,XLE,0.004689456807793091,-0.013452422261683972,0.018141879069477063,-0.14676862274492175
2023-02-02,25.0,Hike,Pre-45D,Financials,XLF,0.03944441440103219,0.057547846885120935,-0.018103432484088744,-0.07437503986568561
2023-02-02,25.0,Hike,Post-45D,Financials,XLF,-0.12113712387062958,-0.013452422261683972,-0.10768470160894561,-0.16270273209484165
2023-02-02,25.0,Hike,Pre-45D,Health Care,XLV,-0.018305824211108157,0.057547846885120935,-0.07585367109622909,-0.056371509449880564
2023-02-02,25.0,Hike,Post-45D,Health Care,XLV,0.006540457251192899,-0.013452422261683972,0.01999287951287687,-0.07066397908177569
2023-02-02,25.0,Hike,Pre-45D,Industrials,XLI,0.0444747740849587,0.057547846885120935,-0.013073072800162233,-0.048255032660760366
2023-02-02,25.0,Hike,Post-45D,Industrials,XLI,-0.04183387745041556,-0.013452422261683972,-0.028381455188731586,-0.06752199227097355
2023-02-02,25.0,Hike,Pre-45D,Materials,XLB,0.06159518437206235,0.057547846885120935,0.004047337486941416,-0.07006516092875437
2023-02-02,25.0,Hike,Post-45D,Materials,XLB,-0.053943899263261486,-0.013452422261683972,-0.040491477001577514,-0.11101948482554858
2023-02-02,25.0,Hike,Pre-45D,Real Estate,XLRE,0.12184955741293924,0.057547846885120935,0.0643017105278183,-0.06577250299358839
2023-02-02,25.0,Hike,Post-45D,Real Estate,XLRE,-0.1021908431911297,-0.013452422261683972,-0.08873842092944573,-0.16647471432705785
2023-02-02,25.0,Hike,Pre-45D,Technology,XLK,0.09660753395915123,0.057547846885120935,0.03905968707403029,-0.10739681280874969
2023-02-02,25.0,Hike,Post-45D,Technology,XLK,0.04448028702018236,-0.013452422261683972,0.057932709281866335,-0.05947663078698906
2023-02-02,25.0,Hike,Pre-45D,Utilities,XLU,-0.004023642696560414,0.057547846885120935,-0.06157148958168135,-0.04856015630625021
2023-02-02,25.0,Hike,Post-45D,Utilities,XLU,0.01187293155507696,-0.013452422261683972,0.02532535381676093,-0.07828703425902328
2023-03-23,25.0,Hike,Pre-45D,Communication Services,XLC,0.10314475211100693,0.008124179023696554,0.09502057308731038,-0.12005378757263219
2023-03-23,25.0,Hike,Post-45D,Communication Services,XLC,0.10290980315247555,0.06829076007874968,0.034619043073725875,-0.05265817731827083
2023-03-23,25.0,Hike,Pre-45D,Consumer Discretionary,XLY,0.032566000403993156,0.008124179023696554,0.024441821380296602,-0.11501027893539395
2023-03-23,25.0,Hike,Post-45D,Consumer Discretionary,XLY,0.06990995930059096,0.06829076007874968,0.0016191992218412832,-0.04012314567302455
2023-03-23,25.0,Hike,Pre-45D,Consumer Staples,XLP,-0.009004229354526383,0.008124179023696554,-0.017128408378222937,-0.0433202774974113
2023-03-23,25.0,Hike,Post-45D,Consumer Staples,XLP,0.02341447993141821,0.06829076007874968,-0.04487628014733147,-0.055741979093740235
2023-03-23,25.0,Hike,Pre-45D,Energy,XLE,-0.11402677717987109,0.008124179023696554,-0.12215095620356764,-0.17334323159588216
2023-03-23,25.0,Hike,Post-45D,Energy,XLE,0.015208224733875397,0.06829076007874968,-0.05308253534487428,-0.11750555718962918
2023-03-23,25.0,Hike,Pre-45D,Financials,XLF,-0.11491325608795866,0.008124179023696554,-0.12303743511165521,-0.16270273209484165
2023-03-23,25.0,Hike,Post-45D,Financials,XLF,0.03547238998440916,0.06829076007874968,-0.03281837009434052,-0.056519272866164205
2023-03-23,25.0,Hike,Pre-45D,Health Care,XLV,-0.05168696928133765,0.008124179023696554,-0.0598111483050342,-0.07605849483612315
2023-03-23,25.0,Hike,Post-45D,Health Care,XLV,0.01568984605133017,0.06829076007874968,-0.05260091402741951,-0.05992908635811611
2023-03-23,25.0,Hike,Pre-45D,Industrials,XLI,-0.02782909599400185,0.008124179023696554,-0.035953275017698405,-0.06752199227097344
2023-03-23,25.0,Hike,Post-45D,Industrials,XLI,0.018961574299082518,0.06829076007874968,-0.04932918577966716,-0.04183118660429752
2023-03-23,25.0,Hike,Pre-45D,Materials,XLB,-0.06430214570369841,0.008124179023696554,-0.07242632472739496,-0.11383630103670916
2023-03-23,25.0,Hike,Post-45D,Materials,XLB,0.0006562259583831054,0.06829076007874968,-0.06763453412036657,-0.07193525312462201
2023-03-23,25.0,Hike,Pre-45D,Real Estate,XLRE,-0.10507287257816644,0.008124179023696554,-0.113197051601863,-0.16647471432705774
2023-03-23,25.0,Hike,Post-45D,Real Estate,XLRE,0.031196016292542428,0.06829076007874968,-0.03709474378620725,-0.06728469824253969
2023-03-23,25.0,Hike,Pre-45D,Technology,XLK,0.1276093619353924,0.008124179023696554,0.11948518291169585,-0.05947663078698906
2023-03-23,25.0,Hike,Post-45D,Technology,XLK,0.13188603746174743,0.06829076007874968,0.06359527738299775,-0.04661919031895967
2023-03-23,25.0,Hike,Pre-45D,Utilities,XLU,-0.07696314362322576,0.008124179023696554,-0.08508732264692231,-0.08146561914161066
2023-03-23,25.0,Hike,Post-45D,Utilities,XLU,0.013971607107361228,0.06829076007874968,-0.05431915297138845,-0.07689022056171502
2023-05-04,25.0,Hike,Pre-45D,Communication Services,XLC,0.0881056793138364,0.030238025153327186,0.05786765416050921,-0.05265817731827083
2023-05-04,25.0,Hike,Post-45D,Communication Services,XLC,0.14766864426002413,0.0962000485326695,0.05146859572735463,-0.027213270282940738
2023-05-04,25.0,Hike,Pre-45D,Consumer Discretionary,XLY,0.0069602114442670615,0.030238025153327186,-0.023277813709060124,-0.055430172152906576
2023-05-04,25.0,Hike,Post-45D,Consumer Discretionary,XLY,0.18981481381124055,0.0962000485326695,0.09361476527857104,-0.028462997714173266
2023-05-04,25.0,Hike,Pre-45D,Consumer Staples,XLP,0.07465213225326539,0.030238025153327186,0.044414107099938205,-0.02227411928756129
2023-05-04,25.0,Hike,Post-45D,Consumer Staples,XLP,-0.03136140777148355,0.0962000485326695,-0.12756145630415305,-0.05947123569550561
2023-05-04,25.0,Hike,Pre-45D,Energy,XLE,-0.07516767440299266,0.030238025153327186,-0.10540569955631984,-0.11832738576327861
2023-05-04,25.0,Hike,Post-45D,Energy,XLE,0.07467579707346372,0.0962000485326695,-0.02152425145920578,-0.049782104962242446
2023-05-04,25.0,Hike,Pre-45D,Financials,XLF,-0.10936554982919833,0.030238025153327186,-0.1396035749825255,-0.13992228131790208
2023-05-04,25.0,Hike,Post-45D,Financials,XLF,0.08694733478404837,0.0962000485326695,-0.009252713748621133,-0.029932790163632594
2023-05-04,25.0,Hike,Pre-45D,Health Care,XLV,0.04691547057209733,0.030238025153327186,0.016677445418770143,-0.03886346120809692
2023-05-04,25.0,Hike,Post-45D,Health Care,XLV,-0.0137055656757884,0.0962000485326695,-0.1099056142084579,-0.051276538710112174
2023-05-04,25.0,Hike,Pre-45D,Industrials,XLI,-0.02898082273235536,0.030238025153327186,-0.059218847885682546,-0.06752199227097355
2023-05-04,25.0,Hike,Post-45D,Industrials,XLI,0.11614596944695688,0.0962000485326695,0.019945920914287374,-0.0316937006817547
2023-05-04,25.0,Hike,Pre-45D,Materials,XLB,-0.04594743526373424,0.030238025153327186,-0.07618546041706142,-0.10744658184725175
2023-05-04,25.0,Hike,Post-45D,Materials,XLB,0.052109800869106104,0.0962000485326695,-0.0440902476635634,-0.058247967684892044
2023-05-04,25.0,Hike,Pre-45D,Real Estate,XLRE,-0.012961469201267395,0.030238025153327186,-0.04319949435459458,-0.10022297274420922
2023-05-04,25.0,Hike,Post-45D,Real Estate,XLRE,0.05014351316041088,0.0962000485326695,-0.04605653537225862,-0.05956184333973291
2023-05-04,25.0,Hike,Pre-45D,Technology,XLK,0.09109842523857825,0.030238025153327186,0.060860400085251065,-0.04661919031895978
2023-05-04,25.0,Hike,Post-45D,Technology,XLK,0.16843112001133576,0.0962000485326695,0.07223107147866625,-0.03916442727548142
2023-05-04,25.0,Hike,Pre-45D,Utilities,XLU,0.08080025824559711,0.030238025153327186,0.050562233092269926,-0.05102760279672325
2023-05-04,25.0,Hike,Post-45D,Utilities,XLU,-0.03119689832571826,0.0962000485326695,-0.12739694685838776,-0.07237589219460405
2023-07-27,25.0,Hike,Pre-45D,Communication Services,XLC,0.09068227810200535,0.08448353650160634,0.006198741600399016,-0.032895801698046956
2023-07-27,25.0,Hike,Post-45D,Communication Services,XLC,-0.025880554016827317,-0.05193956943983491,0.026059015423007592,-0.05449785399772078
2023-07-27,25.0,Hike,Pre-45D,Consumer Discretionary,XLY,0.12669906369336048,0.08448353650160634,0.04221552719175414,-0.04006336362099605
2023-07-27,25.0,Hike,Post-45D,Consumer Discretionary,XLY,-0.0507043402439038,-0.05193956943983491,0.001235229195931109,-0.09233508260099943
2023-07-27,25.0,Hike,Pre-45D,Consumer Staples,XLP,0.014502490525727385,0.08448353650160634,-0.06998104597587895,-0.0291558918083914
2023-07-27,25.0,Hike,Post-45D,Consumer Staples,XLP,-0.0802398870565062,-0.05193956943983491,-0.02830031761667129,-0.08979941022068116
2023-07-27,25.0,Hike,Pre-45D,Energy,XLE,0.0886884143147797,0.08448353650160634,0.004204877813173358,-0.049782104962242224
2023-07-27,25.0,Hike,Post-45D,Energy,XLE,0.06387429678531409,-0.05193956943983491,0.115813866225149,-0.03793976458356885
2023-07-27,25.0,Hike,Pre-45D,Financials,XLF,0.08045411671073088,0.08448353650160634,-0.004029419790875455,-0.027556625444923433
2023-07-27,25.0,Hike,Post-45D,Financials,XLF,-0.051572182822120394,-0.05193956943983491,0.00036738661771451575,-0.0588058876994364
2023-07-27,25.0,Hike,Pre-45D,Health Care,XLV,0.029708289171241464,0.08448353650160634,-0.054775247330364873,-0.035757778782548044
2023-07-27,25.0,Hike,Post-45D,Health Care,XLV,-0.04096693855018474,-0.05193956943983491,0.01097263088965017,-0.05005848491436682
2023-07-27,25.0,Hike,Pre-45D,Industrials,XLI,0.10182223592494788,0.08448353650160634,0.01733869942334154,-0.02917009068191989
2023-07-27,25.0,Hike,Post-45D,Industrials,XLI,-0.07021393088741823,-0.05193956943983491,-0.01827436144758332,-0.08667831373523183
2023-07-27,25.0,Hike,Pre-45D,Materials,XLB,0.08789737124078378,0.08448353650160634,0.003413834739177446,-0.04091046486536143
2023-07-27,25.0,Hike,Post-45D,Materials,XLB,-0.06791858761044045,-0.05193956943983491,-0.01597901817060554,-0.08754968676531327
2023-07-27,25.0,Hike,Pre-45D,Real Estate,XLRE,0.0525493338606009,0.08448353650160634,-0.03193420264100544,-0.040422610412625626
2023-07-27,25.0,Hike,Post-45D,Real Estate,XLRE,-0.096272723935377,-0.05193956943983491,-0.04433315449554209,-0.11317367542170065
2023-07-27,25.0,Hike,Pre-45D,Technology,XLK,0.11495578061799616,0.08448353650160634,0.030472244116389824,-0.039164427275481306
2023-07-27,25.0,Hike,Post-45D,Technology,XLK,-0.06419735769204338,-0.05193956943983491,-0.012257788252208468,-0.09143023768609104
2023-07-27,25.0,Hike,Pre-45D,Utilities,XLU,0.024201457258733017,0.08448353650160634,-0.06028207924287332,-0.030601016229145794
2023-07-27,25.0,Hike,Post-45D,Utilities,XLU,-0.11582780451122254,-0.05193956943983491,-0.06388823507138763,-0.1173282113781986
